timestamp,id,group,total_days,completed
2015-08-13 04:50:10.839651,518355,control,84,False
2015-08-13 06:17:39.061506,722809,experiment,76,False
2015-08-13 08:26:10.576561,601686,experiment,88,True
2015-08-13 08:48:22.429897,754083,experiment,95,True
2015-08-13 09:16:56.790672,390747,experiment,101,True
2015-08-13 11:04:05.475216,698171,control,46,False
2015-08-13 11:18:21.492308,530665,experiment,56,False
2015-08-13 12:18:05.216637,254591,control,56,False
2015-08-13 13:37:32.654919,220528,experiment,48,False
2015-08-13 16:59:44.346693,294671,experiment,94,True
2015-08-13 17:48:39.675701,715856,experiment,48,False
2015-08-13 18:34:57.038007,710055,experiment,102,True
2015-08-13 20:34:09.511515,324357,experiment,106,True
2015-08-13 21:41:01.933839,924160,experiment,36,False
2015-08-14 00:08:10.659681,815110,experiment,64,False
2015-08-14 01:00:42.327881,412424,experiment,81,True
2015-08-14 01:35:07.339888,517401,experiment,55,False
2015-08-14 01:44:42.073640,442890,control,53,False
2015-08-14 02:25:04.580144,211875,experiment,128,True
2015-08-14 03:37:20.866065,506011,experiment,44,False
2015-08-14 04:12:56.874453,499476,experiment,91,True
2015-08-14 06:06:16.519950,251286,experiment,63,False
2015-08-14 06:21:11.488945,386071,control,111,True
2015-08-14 08:11:17.697157,444123,control,95,True
2015-08-14 08:16:18.197539,671879,control,50,False
2015-08-14 08:28:30.371333,866709,control,128,True
2015-08-14 09:15:13.844994,352981,experiment,92,False
2015-08-14 09:19:34.571291,266092,control,49,False
2015-08-14 09:46:19.596684,632031,experiment,68,False
2015-08-14 10:15:54.196222,511597,experiment,71,False
2015-08-14 10:19:17.766406,658141,control,75,True
2015-08-14 12:15:28.454308,412361,control,76,True
2015-08-14 14:26:59.049555,726665,control,61,False
2015-08-14 15:29:29.312026,492536,control,93,False
2015-08-14 15:32:50.302492,421448,control,86,True
2015-08-14 18:01:50.561658,381507,experiment,67,False
2015-08-14 18:18:18.291774,821811,control,68,False
2015-08-14 18:30:31.364149,293184,control,100,False
2015-08-14 18:47:25.051724,704673,experiment,48,False
2015-08-14 18:47:47.825841,452796,experiment,86,True
2015-08-14 18:59:44.654501,445813,experiment,58,False
2015-08-14 21:08:30.077321,808442,experiment,44,False
2015-08-14 21:46:31.023444,526033,control,120,True
2015-08-14 22:56:21.572570,210108,control,71,False
2015-08-15 00:06:45.317245,791975,control,85,True
2015-08-15 01:00:34.492329,848520,control,59,False
2015-08-15 01:41:21.784167,286956,experiment,49,False
2015-08-15 03:01:36.419867,235799,control,86,False
2015-08-15 03:53:30.450913,386472,experiment,38,False
2015-08-15 04:07:30.099526,732916,experiment,70,False
2015-08-15 04:54:23.361472,641558,experiment,62,False
2015-08-15 06:19:10.027217,567093,control,58,False
2015-08-15 07:36:15.932385,477322,experiment,94,True
2015-08-15 07:45:22.199322,866950,control,84,False
2015-08-15 07:56:08.862774,725079,control,93,True
2015-08-15 08:31:10.365118,560676,control,73,False
2015-08-15 08:51:21.607393,716540,control,71,False
2015-08-15 09:27:07.648829,425958,control,44,False
2015-08-15 09:35:05.542747,404020,experiment,84,False
2015-08-15 14:48:45.606991,248071,experiment,84,True
2015-08-15 14:50:09.777731,935953,experiment,91,False
2015-08-15 16:05:43.762895,794942,control,72,True
2015-08-15 16:46:40.107802,565452,experiment,78,True
2015-08-15 17:18:29.790747,258033,experiment,40,False
2015-08-15 22:26:04.248349,687482,control,77,True
2015-08-15 22:47:40.621618,405108,control,38,False
2015-08-15 23:08:01.122406,448900,experiment,63,False
2015-08-16 03:25:15.101535,867633,control,74,False
2015-08-16 05:16:22.022011,315319,experiment,75,False
2015-08-16 07:55:49.836512,363856,control,73,False
2015-08-16 09:07:10.489993,718216,control,93,True
2015-08-16 09:14:56.154840,582716,control,103,True
2015-08-16 09:32:47.738103,431126,experiment,63,False
2015-08-16 10:17:49.107443,452833,experiment,118,True
2015-08-16 11:52:56.756723,573123,experiment,88,True
2015-08-16 12:46:10.797900,379581,control,110,True
2015-08-16 13:22:46.987101,415637,control,105,False
2015-08-16 14:24:02.498936,183669,experiment,86,False
2015-08-16 14:33:05.991070,320184,control,49,False
2015-08-16 15:31:07.397365,837241,experiment,45,False
2015-08-16 15:45:24.925178,365305,experiment,77,True
2015-08-16 15:54:15.655285,336905,experiment,78,True
2015-08-16 17:00:59.027362,621008,experiment,44,False
2015-08-16 18:05:33.246828,638893,experiment,91,True
2015-08-16 18:48:24.424710,403008,experiment,114,True
2015-08-16 20:03:06.090488,249786,experiment,100,True
2015-08-16 21:30:34.080300,508750,experiment,65,False
2015-08-16 21:51:06.615651,521259,experiment,97,False
2015-08-16 22:22:24.865730,391920,experiment,48,False
2015-08-16 22:35:30.591098,691498,experiment,71,False
2015-08-16 22:54:16.941743,815582,experiment,50,False
2015-08-17 00:43:19.866715,632093,control,55,False
2015-08-17 02:24:46.967396,723854,control,66,False
2015-08-17 03:35:58.050504,811693,control,29,False
2015-08-17 03:56:27.506776,284289,control,36,False
2015-08-17 04:56:46.026856,706807,control,80,True
2015-08-17 06:20:17.213178,325774,experiment,57,False
2015-08-17 06:21:53.889886,559007,experiment,98,True
2015-08-17 09:44:09.377635,621714,experiment,71,False
2015-08-17 09:55:23.336479,269600,control,75,False
2015-08-17 10:14:48.373636,361675,control,41,False
2015-08-17 10:28:44.628080,911049,control,42,False
2015-08-17 12:17:35.228857,411890,experiment,89,False
2015-08-17 12:22:51.081813,821574,experiment,31,False
2015-08-17 14:31:57.382923,678015,experiment,96,False
2015-08-17 15:55:07.160765,603292,control,83,True
2015-08-17 16:05:52.900476,683197,experiment,42,False
2015-08-17 17:15:59.119723,796760,control,60,False
2015-08-17 18:11:43.526332,296103,experiment,103,True
2015-08-17 19:40:08.976185,491031,control,70,False
2015-08-17 21:01:29.864402,188865,experiment,62,False
2015-08-17 22:47:48.141606,799618,control,61,False
2015-08-17 23:12:59.898365,636607,experiment,107,False
2015-08-17 23:45:17.286083,646991,experiment,91,True
2015-08-18 00:37:11.315185,192553,control,54,False
2015-08-18 04:48:58.986802,400731,experiment,50,False
2015-08-18 06:04:41.980594,188600,experiment,128,True
2015-08-18 06:59:53.149482,728610,experiment,69,False
2015-08-18 07:08:47.607687,764836,experiment,98,True
2015-08-18 07:44:26.808418,823699,experiment,58,False
2015-08-18 07:46:35.813913,219666,control,51,False
2015-08-18 09:11:40.760612,863300,experiment,44,False
2015-08-18 09:51:09.188079,363622,experiment,65,False
2015-08-18 10:04:30.974613,881917,experiment,64,False
2015-08-18 15:26:46.115867,443612,experiment,64,False
2015-08-18 15:43:25.606904,889255,control,54,False
2015-08-18 16:13:24.247375,246386,experiment,124,True
2015-08-18 18:34:53.442456,774456,experiment,103,True
2015-08-18 19:24:43.457658,653535,experiment,80,False
2015-08-18 20:39:22.633923,898142,experiment,69,False
2015-08-18 20:55:11.752402,375325,experiment,79,False
2015-08-18 23:52:22.071645,545655,experiment,51,False
2015-08-18 23:55:57.106186,359706,control,107,True
2015-08-19 00:50:39.329924,363216,experiment,73,True
2015-08-19 01:02:42.103728,342525,experiment,97,True
2015-08-19 01:13:30.949357,216809,control,116,True
2015-08-19 04:21:06.402022,619161,experiment,97,True
2015-08-19 04:34:26.791484,845692,experiment,41,False
2015-08-19 04:39:24.042118,485968,experiment,44,False
2015-08-19 09:00:05.185003,864005,experiment,72,False
2015-08-19 09:05:25.230699,826878,experiment,81,False
2015-08-19 12:53:12.415797,709898,control,79,False
2015-08-19 12:56:19.341409,666886,experiment,95,False
2015-08-19 15:03:53.661133,728589,control,36,False
2015-08-19 17:00:06.059626,650356,control,60,False
2015-08-19 17:09:31.100595,579748,control,68,False
2015-08-19 17:29:11.154402,806325,experiment,103,True
2015-08-19 18:02:24.756728,502414,experiment,89,False
2015-08-19 18:25:34.242203,639961,experiment,112,True
2015-08-19 19:10:18.170304,500366,control,130,True
2015-08-19 19:32:01.493928,238992,experiment,66,False
2015-08-19 20:00:09.771160,395268,experiment,43,False
2015-08-19 21:16:14.375802,215256,experiment,89,True
2015-08-19 21:56:00.774584,533709,control,66,False
2015-08-20 00:55:35.720285,299181,experiment,81,True
2015-08-20 00:57:46.221220,670128,experiment,32,False
2015-08-20 02:15:00.081793,741563,control,98,True
2015-08-20 02:27:43.362838,847745,experiment,72,False
2015-08-20 04:47:47.974798,840734,control,35,False
2015-08-20 05:38:29.745653,332605,control,92,True
2015-08-20 07:57:17.812301,224086,experiment,56,False
2015-08-20 13:59:29.577923,755453,experiment,83,False
2015-08-20 14:07:52.672856,531336,control,60,False
2015-08-20 15:01:24.046969,784861,experiment,90,True
2015-08-20 15:57:59.796646,446113,control,62,False
2015-08-20 16:44:30.645414,304358,experiment,101,True
2015-08-20 16:54:06.390818,481065,experiment,104,True
2015-08-20 17:45:40.301064,375275,experiment,116,True
2015-08-20 18:22:23.782484,807973,control,89,False
2015-08-20 20:27:17.749157,712077,control,40,False
2015-08-20 23:40:40.014124,598308,experiment,23,False
2015-08-21 00:16:41.201592,533368,experiment,70,False
2015-08-21 00:24:42.081319,579333,experiment,101,True
2015-08-21 01:00:48.296142,516668,experiment,54,False
2015-08-21 01:27:08.581891,339978,control,60,False
2015-08-21 03:16:09.607098,632180,control,87,True
2015-08-21 05:51:21.068127,241005,experiment,91,False
2015-08-21 07:19:11.132260,292875,control,45,False
2015-08-21 07:30:40.063425,580937,control,60,False
2015-08-21 11:18:38.372960,220163,control,84,False
2015-08-21 11:26:49.241212,411589,experiment,70,False
2015-08-21 12:19:24.208745,398587,control,68,False
2015-08-21 12:20:06.321926,614434,experiment,60,True
2015-08-21 13:48:18.590126,430879,experiment,56,False
2015-08-21 17:15:22.054862,429356,control,96,False
2015-08-21 17:28:13.170433,639359,experiment,115,True
2015-08-21 17:29:54.857893,241851,experiment,48,False
2015-08-21 17:47:54.638993,702099,experiment,84,True
2015-08-21 18:41:44.546185,256964,control,79,False
2015-08-21 19:42:07.394449,565749,control,65,False
2015-08-21 20:09:08.977114,322026,control,70,False
2015-08-21 20:15:04.443671,452257,control,67,False
2015-08-21 21:42:00.232847,879484,control,86,True
2015-08-21 22:15:31.995380,706458,control,43,False
2015-08-21 22:20:21.040941,492021,experiment,97,False
2015-08-21 22:25:59.761867,812320,experiment,76,False
2015-08-21 23:44:00.483490,873196,experiment,70,False
2015-08-21 23:48:05.138630,914665,control,43,False
2015-08-21 23:58:59.885750,353633,experiment,40,False
2015-08-22 00:39:57.051940,540175,experiment,71,False
2015-08-22 02:14:05.687314,670093,control,56,False
2015-08-22 03:30:53.213628,625045,control,90,True
2015-08-22 05:49:06.115228,846710,experiment,116,True
2015-08-22 06:24:08.608652,308381,experiment,46,False
2015-08-22 07:43:49.976432,771700,experiment,116,True
2015-08-22 08:11:14.804391,486694,experiment,76,True
2015-08-22 08:23:28.649522,186964,control,104,True
2015-08-22 08:29:55.615736,222323,control,53,False
2015-08-22 10:37:22.904225,563416,experiment,54,False
2015-08-22 10:51:35.970416,795144,experiment,99,False
2015-08-22 11:26:59.109555,606276,control,68,False
2015-08-22 11:35:27.759440,740314,experiment,91,True
2015-08-22 13:29:23.914510,372855,experiment,79,True
2015-08-22 15:32:35.088838,216716,experiment,84,False
2015-08-22 16:14:05.685420,648849,experiment,100,True
2015-08-22 16:22:41.152765,775700,experiment,92,True
2015-08-22 17:10:49.316756,885612,control,103,True
2015-08-22 18:45:29.913952,935481,experiment,42,False
2015-08-22 19:29:55.655099,545849,experiment,60,False
2015-08-22 19:52:45.372229,643243,experiment,84,False
2015-08-22 20:35:00.051190,390941,experiment,97,True
2015-08-22 20:54:31.740035,418646,control,47,False
2015-08-22 20:59:30.220935,726086,control,87,True
2015-08-22 21:34:50.068725,490251,experiment,91,True
2015-08-22 22:01:18.791322,810266,control,56,False
2015-08-22 23:26:58.592470,541468,experiment,82,False
2015-08-22 23:44:22.063012,446069,experiment,56,False
2015-08-23 00:31:12.902238,443909,experiment,77,False
2015-08-23 01:03:22.989147,386363,experiment,55,False
2015-08-23 01:25:13.937468,204984,control,71,False
2015-08-23 01:33:26.027343,331406,control,57,False
2015-08-23 02:05:06.563566,559469,control,96,True
2015-08-23 02:09:28.895861,367610,experiment,65,False
2015-08-23 03:45:14.701812,621429,experiment,115,True
2015-08-23 05:19:18.689656,299797,experiment,101,False
2015-08-23 05:48:26.928587,769343,control,53,False
2015-08-23 07:35:12.948338,522695,experiment,94,True
2015-08-23 08:50:57.690627,524241,experiment,44,False
2015-08-23 09:42:01.316267,587742,control,81,False
2015-08-23 10:12:29.277659,893040,experiment,78,True
2015-08-23 11:12:34.684831,183857,control,53,False
2015-08-23 12:06:56.159787,708486,control,117,True
2015-08-23 15:01:15.790560,511390,control,49,False
2015-08-23 15:12:24.208992,720114,control,113,True
2015-08-23 17:17:32.902665,187332,control,52,False
2015-08-23 18:20:25.087628,502525,experiment,62,False
2015-08-23 19:08:08.405942,715502,experiment,64,False
2015-08-23 19:58:56.690956,644863,experiment,29,False
2015-08-23 20:08:36.190100,677547,control,41,False
2015-08-23 20:18:55.021434,356349,experiment,64,True
2015-08-23 20:23:30.995187,214670,experiment,81,True
2015-08-23 20:35:43.721353,681751,experiment,67,True
2015-08-23 21:40:00.362266,850004,control,96,True
2015-08-23 22:00:16.658400,297954,control,64,False
2015-08-23 22:06:07.678754,746087,control,64,False
2015-08-23 22:51:40.432442,584278,experiment,94,True
2015-08-24 01:05:03.029172,698232,control,55,False
2015-08-24 01:28:50.175779,661045,control,61,False
2015-08-24 06:40:52.524196,367562,control,45,False
2015-08-24 07:11:33.784049,826082,experiment,61,False
2015-08-24 08:26:36.683570,705753,control,57,False
2015-08-24 10:12:07.154761,340848,control,68,False
2015-08-24 10:21:43.585991,815426,control,60,False
2015-08-24 12:29:23.778659,290024,control,63,False
2015-08-24 14:54:52.526286,918668,experiment,18,False
2015-08-24 14:56:02.105116,285994,control,69,False
2015-08-24 15:19:16.461458,327319,experiment,65,False
2015-08-24 16:31:49.491704,645556,control,45,False
2015-08-24 17:58:00.832179,824664,experiment,88,True
2015-08-24 18:39:41.061635,504419,control,102,True
2015-08-24 20:02:13.474204,215925,control,36,False
2015-08-24 21:00:25.530340,603949,experiment,80,True
2015-08-24 21:09:29.934947,441005,experiment,93,True
2015-08-24 21:26:26.217746,776806,experiment,77,False
2015-08-24 21:37:02.058800,850712,control,92,True
2015-08-24 22:14:00.629353,516570,experiment,115,True
2015-08-24 22:58:52.945609,832679,experiment,66,False
2015-08-24 23:18:19.964335,230988,experiment,95,True
2015-08-24 23:57:01.807872,281912,control,62,False
2015-08-25 01:26:26.771902,762433,experiment,62,False
2015-08-25 02:16:09.453324,263346,experiment,90,True
2015-08-25 03:08:33.795718,840083,control,79,False
2015-08-25 03:37:55.762460,636247,control,84,False
2015-08-25 04:11:18.463271,684785,control,69,False
2015-08-25 06:06:16.551216,684356,control,57,False
2015-08-25 07:17:31.704926,755496,control,88,True
2015-08-25 09:17:23.568823,429378,experiment,48,False
2015-08-25 12:43:25.086275,596730,experiment,65,True
2015-08-25 14:45:21.868034,353200,experiment,89,True
2015-08-25 16:35:12.598222,678825,experiment,53,False
2015-08-25 18:28:44.832132,259871,experiment,66,False
2015-08-25 19:31:31.731893,337317,experiment,107,True
2015-08-25 19:52:18.036023,407342,experiment,102,True
2015-08-25 20:08:55.253628,229842,experiment,76,False
2015-08-25 20:36:47.622907,780406,experiment,70,True
2015-08-25 22:03:30.059861,432880,control,80,True
2015-08-25 22:40:34.275570,254602,control,79,False
2015-08-25 23:09:02.550038,346815,control,120,True
2015-08-25 23:14:45.352060,736980,experiment,51,False
2015-08-25 23:44:24.987694,210251,control,48,False
2015-08-26 01:16:29.833909,232805,control,71,False
2015-08-26 02:05:32.868388,635459,control,107,False
2015-08-26 05:47:21.263293,886006,experiment,90,True
2015-08-26 06:17:55.881119,687744,control,88,True
2015-08-26 06:59:54.930775,918500,control,75,False
2015-08-26 09:01:25.928926,886687,control,103,True
2015-08-26 09:35:39.061954,711118,experiment,58,False
2015-08-26 11:17:28.368875,901500,experiment,92,True
2015-08-26 11:31:43.688180,567179,experiment,67,True
2015-08-26 12:54:16.186590,781936,experiment,56,False
2015-08-26 12:59:08.225753,926796,control,107,True
2015-08-26 13:47:37.215498,752934,experiment,62,False
2015-08-26 14:13:00.948063,641313,control,80,True
2015-08-26 14:36:39.416557,350457,experiment,66,False
2015-08-26 15:28:35.555853,721245,control,80,False
2015-08-26 15:44:23.534931,320638,control,65,False
2015-08-26 17:13:22.154166,620240,experiment,86,False
2015-08-26 19:59:45.433356,425157,experiment,89,False
2015-08-26 22:58:14.319914,625096,control,111,True
2015-08-26 23:15:05.179692,650706,control,94,True
2015-08-26 23:24:22.157979,246810,experiment,75,True
2015-08-26 23:37:11.472840,394495,experiment,50,False
2015-08-27 02:36:43.752972,742472,experiment,94,True
2015-08-27 04:20:02.295584,731596,experiment,90,True
2015-08-27 06:27:41.860424,478923,control,107,True
2015-08-27 07:00:39.272001,911237,experiment,68,False
2015-08-27 09:11:42.762702,541741,experiment,65,False
2015-08-27 11:47:53.090820,567176,control,36,False
2015-08-27 13:08:30.575378,909343,experiment,100,True
2015-08-27 13:23:20.139592,576330,experiment,76,False
2015-08-27 13:47:25.420892,427925,experiment,26,False
2015-08-27 13:59:57.720546,643721,experiment,90,True
2015-08-27 15:29:18.394742,819120,experiment,81,False
2015-08-27 17:32:44.884210,419911,control,104,True
2015-08-27 20:06:23.648452,924547,control,66,False
2015-08-27 21:04:53.583004,417511,control,65,False
2015-08-27 21:36:49.072438,876114,experiment,64,False
2015-08-27 22:56:12.344262,240981,control,67,False
2015-08-27 22:57:33.656777,299499,control,78,False
2015-08-28 01:26:35.179236,503864,control,73,False
2015-08-28 01:41:54.484634,232225,experiment,85,False
2015-08-28 02:10:19.076095,191522,experiment,70,True
2015-08-28 02:38:01.811314,247016,control,65,False
2015-08-28 03:13:06.755843,406260,experiment,46,False
2015-08-28 03:44:28.700542,592188,experiment,82,True
2015-08-28 05:51:15.047243,457373,control,66,False
2015-08-28 06:36:21.814745,700224,experiment,90,True
2015-08-28 08:17:26.607433,617797,control,64,False
2015-08-28 09:20:00.778151,497966,experiment,75,True
2015-08-28 12:37:45.487159,282644,control,127,True
2015-08-28 12:41:37.105749,186186,control,76,False
2015-08-28 12:42:32.046886,251609,experiment,89,True
2015-08-28 14:47:01.701398,492447,control,83,False
2015-08-28 15:53:36.216386,776787,control,66,False
2015-08-28 16:01:40.514014,252749,experiment,63,True
2015-08-28 16:20:15.690074,473566,control,60,False
2015-08-28 16:53:23.248424,510987,experiment,69,False
2015-08-28 17:14:13.806326,452963,control,72,True
2015-08-28 17:15:19.975863,819129,experiment,114,True
2015-08-28 18:21:24.071958,759263,control,45,False
2015-08-28 19:03:08.923225,653686,control,39,False
2015-08-28 19:06:07.474964,655856,experiment,53,False
2015-08-28 21:57:17.569970,635500,control,81,True
2015-08-28 22:24:00.947210,439365,experiment,68,False
2015-08-28 23:08:36.052159,912465,experiment,73,False
2015-08-29 00:09:00.797276,574564,experiment,67,False
2015-08-29 01:14:59.375289,357783,control,102,True
2015-08-29 01:39:54.286826,701712,control,72,False
2015-08-29 01:45:51.628477,509008,control,80,False
2015-08-29 04:16:50.848358,799186,control,83,False
2015-08-29 04:57:13.956478,507673,control,113,True
2015-08-29 05:00:33.205739,413902,control,31,False
2015-08-29 06:00:14.582907,883127,control,107,True
2015-08-29 06:42:13.465738,531665,experiment,133,True
2015-08-29 07:26:38.176537,340648,experiment,69,True
2015-08-29 07:43:25.013668,661846,control,109,True
2015-08-29 10:17:59.798198,859907,experiment,71,False
2015-08-29 10:42:52.692412,912382,experiment,87,True
2015-08-29 10:49:59.392982,855394,experiment,72,False
2015-08-29 11:47:03.955627,878657,experiment,96,True
2015-08-29 11:50:22.759250,489304,control,75,True
2015-08-29 13:14:07.565650,253041,control,74,False
2015-08-29 16:07:20.060480,898665,experiment,88,False
2015-08-29 16:53:42.608734,864255,experiment,101,True
2015-08-29 16:59:36.879499,677143,experiment,73,False
2015-08-29 17:50:26.060254,563509,experiment,39,False
2015-08-29 18:03:34.503482,625891,experiment,34,False
2015-08-29 20:02:18.386606,342061,experiment,110,True
2015-08-29 21:53:00.796703,789617,experiment,60,False
2015-08-29 22:06:26.405179,298760,experiment,108,False
2015-08-29 23:23:40.350755,794596,control,48,False
2015-08-30 01:09:42.520374,621999,experiment,75,False
2015-08-30 01:58:49.939107,739642,control,96,True
2015-08-30 03:47:07.219994,305823,control,35,False
2015-08-30 04:32:09.380047,741875,experiment,55,False
2015-08-30 04:59:24.351583,750667,experiment,46,False
2015-08-30 05:18:17.842712,843120,control,109,True
2015-08-30 06:20:51.096280,346945,control,118,True
2015-08-30 09:11:35.640140,662858,experiment,78,False
2015-08-30 09:40:08.376313,856991,experiment,96,False
2015-08-30 09:53:33.434429,441958,experiment,100,True
2015-08-30 10:23:45.581457,363944,experiment,98,True
2015-08-30 11:45:42.078062,666274,experiment,66,False
2015-08-30 11:48:12.974707,478089,control,91,False
2015-08-30 12:03:42.696319,522873,experiment,102,True
2015-08-30 14:36:53.474814,408450,experiment,80,True
2015-08-30 14:45:34.461038,322782,experiment,51,False
2015-08-30 14:56:10.609682,918826,experiment,84,True
2015-08-30 15:52:56.390619,487613,control,75,False
2015-08-30 16:19:06.923662,743366,control,59,False
2015-08-30 17:22:34.459973,416110,experiment,42,False
2015-08-30 17:45:56.463637,358452,experiment,57,False
2015-08-30 20:58:21.898601,876124,control,93,False
2015-08-30 23:33:03.251652,574002,experiment,59,False
2015-08-31 00:10:36.516476,448015,experiment,73,False
2015-08-31 00:54:57.899261,473179,experiment,63,True
2015-08-31 01:45:54.220243,707558,experiment,66,False
2015-08-31 03:04:27.780667,793985,control,70,True
2015-08-31 04:01:34.486820,678105,experiment,93,True
2015-08-31 04:55:16.565154,302377,control,49,False
2015-08-31 05:10:21.499479,764191,control,57,False
2015-08-31 05:16:05.505645,682367,control,67,False
2015-08-31 05:34:38.426783,695967,control,53,False
2015-08-31 06:13:45.209850,846591,control,50,False
2015-08-31 07:44:36.279769,297662,experiment,47,False
2015-08-31 07:59:17.086007,387691,control,103,True
2015-08-31 08:31:55.514060,726319,experiment,90,True
2015-08-31 08:56:52.671029,192048,experiment,95,True
2015-08-31 09:19:30.719920,363928,control,57,False
2015-08-31 09:33:47.238209,397257,control,103,True
2015-08-31 11:26:11.649697,347991,experiment,57,False
2015-08-31 13:24:15.885827,290755,control,21,False
2015-08-31 14:48:07.842642,810605,experiment,119,True
2015-08-31 17:26:29.006153,333368,experiment,101,True
2015-08-31 19:48:02.349804,319149,experiment,62,False
2015-08-31 20:48:08.567497,817047,control,115,True
2015-08-31 23:08:41.338164,707311,control,69,True
2015-08-31 23:15:16.741904,319907,experiment,47,False
2015-09-01 02:33:21.591819,734862,experiment,67,False
2015-09-01 02:34:03.252283,564136,control,63,False
2015-09-01 03:28:53.265026,507421,experiment,54,False
2015-09-01 03:30:17.194438,785352,experiment,52,False
2015-09-01 03:47:27.045754,584009,control,59,False
2015-09-01 03:50:36.892651,524841,experiment,91,True
2015-09-01 03:55:05.147504,274978,experiment,60,False
2015-09-01 04:15:00.658380,764733,experiment,80,False
2015-09-01 08:45:00.870828,420754,experiment,100,True
2015-09-01 13:54:26.387976,705176,control,75,False
2015-09-01 15:48:22.052711,186298,experiment,86,False
2015-09-01 16:00:09.713586,668389,experiment,45,False
2015-09-01 16:26:25.622681,907041,experiment,100,True
2015-09-01 18:29:56.626625,460224,control,57,False
2015-09-01 18:36:40.135658,383783,experiment,53,False
2015-09-01 19:16:07.561824,860927,control,30,False
2015-09-01 20:35:53.412698,259395,experiment,102,False
2015-09-01 21:33:17.127112,831833,experiment,113,True
2015-09-01 21:56:17.453035,375419,control,59,False
2015-09-01 22:31:43.035009,931495,control,68,False
2015-09-01 23:49:47.712580,497855,control,85,True
2015-09-02 00:42:54.505461,326905,control,70,False
2015-09-02 01:22:23.813520,724198,control,66,False
2015-09-02 02:50:00.935838,354997,control,75,False
2015-09-02 04:19:58.637539,351576,control,81,True
2015-09-02 04:22:25.139226,621149,experiment,67,False
2015-09-02 04:40:51.612171,674033,control,81,False
2015-09-02 04:52:56.507878,419709,control,52,False
2015-09-02 07:37:05.811685,835689,experiment,74,False
2015-09-02 10:07:25.426979,906134,control,49,False
2015-09-02 10:23:43.122252,755252,control,62,False
2015-09-02 12:05:25.857723,677535,experiment,88,True
2015-09-02 13:50:38.758515,532840,experiment,60,False
